,Sentiment,Time,Text,review_length,clean_reviews,clean_review_length
4662,negative,2021-08-31,"I love these cookies, they taste exactly like Oreos. But unfortunately, every time I eat them (2 cookies at a time)I get horrible headaches and migraines (which I don't get from real Oreos) Its obviously caused by some of the 'nutritious' ingredients. Another thumbs down---they include vitamin K which should not be eaten by anyone on blood thinners, or for anyone middle-aged or older who overindulges in these cookies be warned---vitamin K can cause blood clots.<br />HEADACHE & MIGRAINE SUFFERERS BEWARE of these cookies!",525,love cookies taste exactly like oreos unfortunately every time eat 2 cookies timei get horrible headaches migraines get real oreos obviously caused nutritious ingredients another thumbs downthey include vitamin k eaten anyone blood thinners anyone middleaged older overindulges cookies warnedvitamin k blood clots headache migraine sufferers beware cookies,356
4663,negative,2021-09-10,"I've had many types of pepper jelly, and this is by far the worst ever. The price is high, and the taste is not good. The shipping was outrageous. More costly than the green pepper jelly. Don't waste you money.",210,many types pepper jelly far worst ever price high taste good shipping outrageous costly green pepper jelly waste money,118
4664,negative,2021-06-15,"i'm a big fan of hodgson mill products (we love their bread mixes, i use their pancake mixes.) i'm not afraid of whole grains  (i mill my own grains, wheat, kamut, rye, barley) and i even put milled flax seed in my (home made) yogurt. I've been a baker for 35 years and love to try new recipes.<br /><br />i had high expectations for this product but was very disappointed by the results: the box calls for too much fat and the baked brownies have a distinctly oily feel in the mouth.  I can enjoy the grittiness and the chocolate flavor is fine but i would caution buyers against the results if following the instructions on the box<br /><br />one of the problems is that the coarse texture of the mix does not allow the fat to be absorbed well.<br /><br />i will go back to making whole wheat brownies from scratch.  a little bit of time required... a little less convenient but brownies being a treat (and comfort food), the texture should be right :)",954,big fan hodgson mill products love bread mixes pancake mixes afraid whole grains mill grains wheat kamut rye barley even put milled flax seed home made yogurt baker 35 years love try new recipes high expectations product disappointed results box calls much fat baked brownies distinctly oily feel mouth enjoy grittiness chocolate flavor fine would caution buyers results following instructions box one problems coarse texture mix allow fat absorbed well go back making whole wheat brownies scratch little bit time required little less convenient brownies treat comfort food texture right,587
4665,negative,2021-04-08,"first off, i love whole wheat products, and flax seed so i hope we just got a bad batch (and no it wasn't expired, i checked the date) but my mom and i just had some of these and we're not fans. they had an oddly fishy/grassy taste to it kind of like you might get with rancid flax oil tablets. O_o",298,first love whole wheat products flax seed hope got bad batch expired checked date mom fans oddly fishygrassy taste kind like might get rancid flax oil tablets oo,161
4666,negative,2021-06-15,"I have made potato bread before with great results but this Hodgson bread-mix is way too dry, it needs some more moisture-don't buy it unless you want really dry bread.",168,made potato bread great results hodgson breadmix way dry needs moisturedo buy unless want really dry bread,106
4667,negative,2021-04-08,"White bread is not my thing, so that's probably why I don't like this one.  I like herby white breads and really full-bodied white breads, but otherwise I always choose whole grains.  This one is not full-bodied and has no particular flavor.  Not interesting at all to me.",272,white bread thing probably like one like herby white breads really fullbodied white breads otherwise always choose whole grains one fullbodied particular flavor interesting,172
4668,negative,2021-06-15,"I've been eating Snow's clam chowder for years, so I buy a few cans when it's on sale. Well it looks like Bumble Bee has taken over. What a big mistake. When I opened the can, it was all watery and smelled funny. I put it in a bowl to microwave, and noticed how thin it was, but thought I'd try it anyway. It was nasty to say the least. It about made me sick. So I went and opened another of the new cans, more of the same. Then I got an older can of the non-Bumble Bee chowder and it was great like always. If I could give the new junk no stars, I would. Sucks bad.",566,eating snows clam chowder years buy cans sale well looks like bumble bee taken big mistake opened watery smelled funny put bowl microwave noticed thin thought would try anyway nasty say least made sick went opened another new cans got older nonbumble bee chowder great like always could give new junk stars would sucks bad,322
4669,negative,2021-04-08,"Looks like and tastes like chocolate colored water. No chocolate flavor whatsoever, this was a complete disappointment.  I got the hot chocolate k-cups from swiss miss instead.  How people can be giving this product four and five stars is astounding to me, is the Amazon ratings system being gamed for this product?",315,looks like tastes like chocolate colored water chocolate flavor whatsoever complete disappointment got hot chocolate kcups swiss miss instead people giving product four five stars astounding amazon ratings system gamed product,226
4670,negative,2021-01-10,"When I bought my Keurig brewer, I eagerly looked for other beverage options for my wife who is not a coffee drinker.  I'm still looking.  The Grove Square Hot Cocoa had a nasty aftertaste, almost metallic.  No amount of cleaning/tinkering with the brewer made any improvement.  I used the brewer to make hot water for a Nestle Hot Cocoa pack, and that was a far superior beverage.  The Grove Square quickly found it's way to the trash.  I'll find quality mixes and use the Keurig to heat the water from now on.",510,bought keurig brewer eagerly looked beverage options wife coffee drinker still looking grove square hot cocoa nasty aftertaste almost metallic amount cleaningtinkering brewer made improvement used brewer make hot water nestle hot cocoa pack far superior beverage grove square quickly found way trash find quality mixes keurig heat water,336
4671,negative,2018-01-07,"Since I am willing to try alot of new things. I thought that I would buy this product.. And since I do like hot cocoa, I bought 2 boxes.. WORST thing I could have done.. This is bland, with very little flavour. It also has a grainy texture near the bottom of the mug.<br />Personally I will not buy this product again. I will stay with swiss miss or another hot cocoa brand for the Keurig K-Cup",394,since willing try alot new things thought would buy product since like hot cocoa bought 2 boxes worst thing could done bland little flavour also grainy texture near bottom mug personally buy product stay swiss miss another hot cocoa brand keurig kcup,250
4672,negative,2018-10-08,"Just plain nasty!!! This item tasted like cardboard, very watered down and no flavor to it at all.  Very disappointed",117,plain nasty item tasted like cardboard watered flavor disappointed,66
4673,negative,2018-01-07,"Thin, runny, and the fake milk powder used to add ""creaminess"" has an off flavor. Better off eating your ceramic mug.",117,thin runny fake milk powder used add creaminess flavor better eating ceramic mug,80
4674,negative,2018-10-08,"I don't expect great hot chocolate from a k-cup, but it should at least taste like there's some cocoa in it. I can't believe how bad this stuff tastes. I tried it 3 times, and then threw the rest away.",201,expect great hot chocolate kcup least taste like cocoa cannot believe bad stuff tastes tried 3 times threw rest away,116
4675,negative,2018-09-13,I wish I had listened to the other bad reviews.  The artificial sweetener taste is awful.  I gave two stars only because my husband doesn't seem to mind.  I can't drink this- even if they were a bargain.,203,wish listened bad reviews artificial sweetener taste awful gave two stars husband seem mind cannot drink even bargain,117
4676,negative,2018-07-17,"So bad, I returned it. My children didn't even like it, and they are not difficult to please when it comes to sweet drinks or food.",131,bad returned children even like difficult please comes sweet drinks food,72
4677,negative,2019-01-16,"The artificial sweetener ruined this for me... It leaves the fake sugar taste in your mouth and my husband, who drinks diet soda, even noticed. At least it wasn't pricey.",170,artificial sweetener ruined leaves fake sugar taste mouth husband drinks diet soda even noticed least pricey,108
4678,negative,2018-01-16,"I tried to find the ingredients for this hot cocoa before I bought it, but couldn't find anything online. Turns out it has one of those mile long ingredient lists, and yet, that didn't help the taste at all. It is awful.<br /><br />I had three boxes of the stuff sitting around for a month and couldn't find any takers. I finally got rid it of it at the Christmas White Elephant gift exchange at work. I put it with a nice cookbook, which was the real present, and wrapped it real prettily. Unfortunately, the boss ended up with it. I haven't asked him if his family enjoyed it because I don't want to put him on the spot. Judging by the reviews, there are a lot of people who like it - hopefully, he will, too. Maybe it just depends on how your taste buds are trained. Mine grew up with hot chocolate made on the stove, with milk, cocoa and sugar, and maybe a tiny pinch of salt.  Compared to that, this stuff tastes like a chemical experiment.<br /><br />Anyway, instead of trying one of the other brands, I now heat some milk in the microwave, stir in a couple spoonfuls of Hershey's cocoa and some sugar to taste. It takes about three minutes, and it's delicious. Now, where did I put those mini-marshmallows?",1213,tried find ingredients hot cocoa bought could find anything online turns one mile long ingredient lists yet help taste awful three boxes stuff sitting around month could find takers finally got rid christmas white elephant gift exchange work put nice cookbook real present wrapped real prettily unfortunately boss ended asked family enjoyed want put spot judging reviews lot people like hopefully maybe depends taste buds trained mine grew hot chocolate made stove milk cocoa sugar maybe tiny pinch salt compared stuff tastes like chemical experiment anyway instead trying one brands heat milk microwave stir couple spoonfuls hersheys cocoa sugar taste takes three minutes delicious put minimarshmallows,703
4679,negative,2019-01-16,"Well you get what you paid for. While this milk chocolate k-cup is pretty cheap $12.95 per 24 (54 cents per count) but it is not good. It tasted like watered down chocolate (as if you put in too much water and not enough milk or chocolate/cacao for that matter). This thing is sweet tho, in fact kinda too sweet for my taste (i am beginning to think half of the powdery content is sugar/sweetener). I thought it was the amount of water that made it taste watered down so I lowered the cup size from 8 ounce to 6 ounce on my Keurig brewer and it's the same thing.",562,well get paid milk chocolate kcup pretty cheap 1295 per 24 54 cents per count good tasted like watered chocolate put much water enough milk chocolatecacao matter thing sweet though fact kind sweet taste beginning think half powdery content sugarsweetener thought amount water made taste watered lowered cup size 8 ounce 6 ounce keurig brewer thing,347
4680,negative,2020-01-08,"This is much too watery. It tastes very much like the tasteless hot cocoa one gets out of a vending machine.  After receiving the box and reading the list of ingredients,  I've decided not to order again.  This product if definitely not worth the money.",253,much watery tastes much like tasteless hot cocoa one gets vending machine receiving box reading list ingredients decided order product definitely worth money,157
4681,negative,2018-01-07,"With <a href=""http://www.amazon.com/gp/product/B00389Q4XW"">Green Mountain Hot Cocoa</a> being perpetually out of stock in the winter, I thought I'd give the cheaper Grove Square brand a shot.<br /><br />Since the K-Cup patents are starting to sunset, Grove Square is one of the first ""unofficial"" producers of ""we can't legally call these K-Cups but they work in your Keurig(R)(TM) coffee maker"" pods, and I thought that I'd be getting the same overall quality, without the licensing fees tacked on to the price.<br /><br />Well... I was right about Grove Square being cheaper. But I think that's the nicest I can be.<br /><br />As others have pointed out, there's a definite ""diet"" or ""<a href=""http://www.amazon.com/gp/product/B000E6LBXK"">Splenda</a>"" aftertaste. This hadn't been reviewed yet when I bought it, so I didn't see the warnings from others, and re-checked the ingredients several times to make sure.<br /><br />""Well... it's got 60 calories, which seems a bit lower than Green Mountain, but a bit high for something that diet-conscious people would want."" and the ingredient list didn't seem to point to obvious ""diet"" sweeteners.<br /><br />The overall taste is kind of like someone dropped a sugar-free Tootsie Roll in your hot water, using the normal cup setting. Going one size down didn't seem to improve much, beyond making a weak chocolate flavor sweeter - but that just meant a heavier shot of low-calorie sweetener to the taste buds.<br /><br />The way I see it, I saved about $5 by going with this brand. On the other hand, now I've got 20 of these cups left that are probably going in the trash if I can't sucker someone... er... please my discerning guests... with a few cups.<br /><br />If you drink diet soft drinks by choice, you're probably going to like this.",1791,hrefhttpwwwamazoncomgpproductb00389q4xwgreen mountain hot cocoaa perpetually stock winter thought would give cheaper grove square brand shot since kcup patents starting sunset grove square one first unofficial producers cannot legally call kcups work keurigrtm coffee maker pods thought would getting overall quality without licensing fees tacked price well right grove square cheaper think nicest others pointed definite diet hrefhttpwwwamazoncomgpproductb000e6lbxksplendaa aftertaste reviewed yet bought see warnings others rechecked ingredients several times make sure well got 60 calories seems bit lower green mountain bit high something dietconscious people would want ingredient list seem point obvious diet sweeteners overall taste kind like someone dropped sugarfree tootsie roll hot water using normal cup setting going one size seem improve much beyond making weak chocolate flavor sweeter meant heavier shot lowcalorie sweetener taste buds way see saved 5 going brand hand got 20 cups left probably going trash cannot sucker someone er please discerning guests cups drink diet soft drinks choice probably going like,1127
4682,negative,2018-10-08,This tastes terrible...  Like putting aritficial sweetener in already sweet hot chocolate.  The best I have tried so far is Swiss Miss Hot Chocolate K-Cups.  Don't think they are sold on Amazon yet...,200,tastes terrible like putting aritficial sweetener already sweet hot chocolate best tried far swiss miss hot chocolate kcups think sold amazon yet,145
4683,negative,2020-02-15,My whole family(7 people) tasted all 3 flavors and they are sickly sweet.  Very disappointed that product has sucralose.  I wouldn't buy it again,145,whole family7 people tasted 3 flavors sickly sweet disappointed product sucralose would buy,91
4684,negative,2021-04-22,"Using 8 oz water as the directions state made the cocoa much too weak. It was like hot water with a few drops of chocolate syrup. Using 6 oz made the cocoa much too sweet, and still too weak in the chocolate department. It uses sucralose as a sweetener, which gives it a very intensely sweet flavor. This may not be a problem for those who like very sweet things or don't mind the taste of sucralose. Unfortunately, I'm not one of those people.",444,using 8 oz water directions state made cocoa much weak like hot water drops chocolate syrup using 6 oz made cocoa much sweet still weak chocolate department uses sucralose sweetener gives intensely sweet flavor may problem like sweet things mind taste sucralose unfortunately one people,286
4685,negative,2020-09-25,"Can't tell you how this tastes, because I read the ingredients first, but it has trans-fats in every flavor. :( The seller should disclose all ingredients in the description. I wouldn't have purchased this otherwise.",216,cannot tell tastes read ingredients first transfats every flavor seller disclose ingredients description would purchased otherwise,130
4686,negative,2019-11-16,"I received my order of Grove Square hot cocoa mix today, and was very shocked to see that hydrogenated oil was one of the ingredients in the mix. I have avoided using any products that contains trans fats because of the negative effects on blood lipid levels. I would urge Amazon to require an itemized list of ingredients for all food items listed for sale. If the ingredients had been listed, those of us who have concerns about our health can avoid these products.",467,received order grove square hot cocoa mix today shocked see hydrogenated oil one ingredients mix avoided using products contains trans fats negative effects blood lipid levels would urge amazon require itemized list ingredients food items listed sale ingredients listed us concerns health avoid products,303
4687,negative,2020-09-09,This does not taste like cocoa it is very weak no matter what cup size you use.I is just not good.,98,taste like cocoa weak matter cup size usei good,47
4688,negative,2018-01-07,"When I got my Keurig I fell in love. I bought a bunch of different sample packs and two boxes of the grove square hot cocoa. I'm a bit of a hot cocoa nut, partially because I can't have caffeine, and partially because it brings back wonderful memories of playing in the snow and the fun of warming up afterwards. I really wanted to love this hot cocoa. I tried all three flavors multiple times, in different ways. I tried them on the different cup sizes, adding things, etc. There's just this strange taste to them that doesn't sit well on the tongue. I'm not sure what it is, but it has a faint ring of sour milk. It really lingers, and I haven't found anything that takes the taste away. I'm going to give my second box to a friend, she doesn't seem to notice it. My daughter and husband both said it tasted weird, so it's not just me. I also took it to a friend's house and have tried them in three different Keurig machines, JUST to make sure mine didn't need to be descaled. So I guess my suggestion is to try it before you go for the multiple boxes.",1055,got keurig fell love bought bunch different sample packs two boxes grove square hot cocoa bit hot cocoa nut partially cannot caffeine partially brings back wonderful memories playing snow fun warming afterwards really wanted love hot cocoa tried three flavors multiple times different ways tried different cup sizes adding things etc strange taste sit well tongue sure faint ring sour milk really lingers found anything takes taste away going give second box friend seem notice daughter husband said tasted weird also took friends house tried three different keurig machines make sure mine need descaled guess suggestion try go multiple boxes,642
4689,negative,2018-10-08,"This has to be without a doubt the WORST tasting Hot Chocolate ever! The best way to describe the taste of ""This Stuff"" is really cheap suger free instant hot chocolate. Swiss Miss instant is way better and cost less. After only 3 cups threw the rest in the garbage where it belongs and canceled my subscribe and save for this ""SLOP""!",334,without doubt worst tasting hot chocolate ever best way describe taste stuff really cheap suger free instant hot chocolate swiss miss instant way better cost less 3 cups threw rest garbage belongs canceled subscribe save slop,225
4690,negative,2020-01-15,"I guess there is a reason that the ingredient section on this page doesn't mention that the first ingredient is trans fat (partially hydrogenated oil).  Had I know, I would not have purchased this.  Consumers need to vote with their dollars and avoid buying items where the manufacturer is using cheap and unhealthy ingredients.",328,guess reason ingredient section page mention first ingredient trans fat partially hydrogenated oil know would purchased consumers need vote dollars avoid buying items manufacturer using cheap unhealthy ingredients,213
4691,negative,2020-01-09,Please stay away from artificial sweetners.<br /><br />Some of them actually change the shape of human cells.<br /><br />this has an artificial sweetner,152,please stay away artificial sweetners actually change shape human cells artificial sweetner,91
4692,negative,2021-07-22,I ORDERED THE DARK HOT COCOA IN HOPES IT WOULD BE REAL CHOCOLATEY AND IT WAS NO BETTER THAN BUYING A POUCH OF HOT CHOCOLATE AND ADDING IT TO HOT WATER. I ACTUALLY THINK THE POUCH ADDED TO HOT WATER IS LOADS BETTER AND A WHOLE LOT CHEAPER!!!! V-E-R-Y ...D-I-A-P-P-O-I-N-T-E-D! FOR THE PRICE...IT'S A RIP-OFF!,307,ordered dark hot cocoa hopes would real chocolatey better buying pouch hot chocolate adding hot water actually think pouch added hot water loads better whole lot cheaper diappointed priceit ripoff,196
4693,negative,2018-01-07,"I can't believe I didn't check out the ingredients for this.  I never would have bought it if I would have known there was artificial sweetener in it!  First cup though, I got that weird after taste it gives and that was all she wrote.  If you don't have a problem with a chemical taste or concerns about health problems, you may like it.  Not worth it to us.",359,cannot believe check ingredients never would bought would known artificial sweetener first cup though got weird taste gives wrote problem chemical taste concerns health problems may like worth us,195
4694,negative,2018-10-08,"Found my kids actually cutting open the pods and dumping them into a cup to add hot water too.  They complained that lots of the good stuff stays in the pod.  Kind of defeats the purpose of the packaging, so we switched back to packets.",236,found kids actually cutting open pods dumping cup add hot water complained lots good stuff stays pod kind defeats purpose packaging switched back packets,153
4695,negative,2021-05-14,We prefer the Swiss Miss brand K-cup.  This one was watery in both milk and dark chocolate. This is my least favorite of all k-cup brands.,138,prefer swiss miss brand kcup one watery milk dark chocolate least favorite kcup brands,86
4696,negative,2019-10-17,We bought both brands to try and found this one with much less chocolate taste then Cafe Escapes dark chocolate.  It was also thinner in consistency. Won't buy again,165,bought brands try found one much less chocolate taste cafe escapes dark chocolate also thinner consistency buy,110
4697,negative,2021-03-10,"We bought this to replace our Cafe Escapes Dark Chocolate Cocoa.  They are less expensive- but you get what you pay for.  This cocoa is watery brown sugar water with an aftertaste.  I do not recommend it.<a href=""http://www.amazon.com/gp/product/B005K4Q1T0"">Grove Square Hot Cocoa Cups, Dark,Single Serve Cup for Keurig K-Cup Brewers, 24-Count</a>",347,bought replace cafe escapes dark chocolate cocoa less expensive get pay cocoa watery brown sugar water aftertaste recommend ita hrefhttpwwwamazoncomgpproductb005k4q1t0grove square hot cocoa cups darksingle serve cup keurig kcup brewers 24counta,244
4698,negative,2020-09-15,"I love hot chocolate and was very excited to find a variety pack, however, these are gross.  Horrible after taste, my kids dont even like them.  Now I have 3 boxes of the stuff that no one will drink.  Very disapointed.",219,love hot chocolate excited find variety pack however gross horrible taste kids even like 3 boxes stuff one drink disapointed,124
4699,negative,2020-08-30,"I was very excited to get some hot chocolate cups for my Keurig and even happier there was a variety pack.  I read the reviews and even there were some negative ones, I went with it anyways.<br />I tried the milk chocolate.  It has such a weird taste to it.  But I gave it the benefit of the doubt and tried another later that night.  Same weird aftertaste.  I asked my husband to try it to make sure my taste buds weren't off. He commented that it had a ""hot plastic-y"" aftertaste to it.  Not even worth drinking.  Too bad I have 34 more cups that will go to waste.",566,excited get hot chocolate cups keurig even happier variety pack read reviews even negative ones went anyways tried milk chocolate weird taste gave benefit doubt tried another later night weird aftertaste asked husband try make sure taste buds commented hot plasticy aftertaste even worth drinking bad 34 cups go waste,317
4700,negative,2018-01-07,"As a hot chocolate lover, I was verrrrry disappointed when I tried this product. I first had the peppermint (disgusting) and then tried the dark chocolate (a little better). The problem is that you can REALLY taste the artifical sweetener. I am a diet soda drinker, so I don't have a problem with artifical sweetener. It's just that the taste was so strong in these hot chocolates that it overpowered the chocolate taste. I definitely will NOT buy again.... I would not recommend these to anyone.",496,hot chocolate lover verrrrry disappointed tried product first peppermint disgusting tried dark chocolate little better problem really taste artifical sweetener diet soda drinker problem artifical sweetener taste strong hot chocolates overpowered chocolate taste definitely buy would recommend anyone,299
4701,negative,2018-10-08,"I'm an avid hot chocolate drinker, and this is just doesn't measure up.  It reminds me of the sugar free Swiss Miss.  No matter what size you set your cup on, it's just missing that cocoa flavor.  Maybe the dark chocolate would be better.  I personally like the Cafe Escapes Milk Chocolate better!<br /><br />I bought a 24 pack, and then I was able to find it at my local grocery store, so I bought another one.  Now, I'm stuck with the 24 pack.",445,avid hot chocolate drinker measure reminds sugar free swiss miss matter size set cup missing cocoa flavor maybe dark chocolate would better personally like cafe escapes milk chocolate better bought 24 pack able find local grocery store bought another one stuck 24 pack,268
4702,negative,2019-05-12,"INGREDIENTS: SUGAR, GLUCOSE SYRUP SOLIDS, COCA (PROCESSED WITH ALKALI), PARTIALLY HYDROGENATED VEGETABLE OIL (MAY CONTAIN COCONUT, SOYBEAN, SUNFLOWER, PALM AND/OR CANOLA), NONFAT DRY MILK, MODIFIED WHEY, MALTODEXTRIN, SALT, NATURAL AND ARTIFICIAL FLAVORS, CELLULOSE GUM, SODIUM CASEINATE, CORNSTARCH, LACTOSE, DIPOTASSIUM PHOSPHATE, SUCRALOSE, MONO- AND DIGLYCERIDES, SILICON DIOXIDE, SOY LECITHIN, ARTIFICIAL COLOR.<br />CONTAINS: MILK AND SOY<br /><br />People, please read labels....",486,ingredients sugar glucose syrup solids coca processed alkali partially hydrogenated vegetable oil may contain coconut soybean sunflower palm andor canola nonfat dry milk modified whey maltodextrin salt natural artificial flavors cellulose gum sodium caseinate cornstarch lactose dipotassium phosphate sucralose mono diglycerides silicon dioxide soy lecithin artificial color contains milk soy people please read labels,418
4703,negative,2019-10-21,I bought this to include in my daughter's party bag - It worked so well with the circus theme that we had.  Unfortunately the cracker jacks were stale.  When I heard this the first time I thought no way can't be but then someone else told me the same thing and then I heard it again from someone else.  Really disappointing.  I am so embarrassed.,346,bought include daughters party bag worked well circus theme unfortunately cracker jacks stale heard first time thought way cannot someone else told thing heard someone else really disappointing embarrassed,205
4704,negative,2020-08-09,Arrives $15.06 postage due in a used Friendly 's box. UNFRIENDLY don't you think? Worst service ever!!!!!_Totally unfriendly! !!!aweful aweful aweful service!,158,arrives 1506 postage due used friendly box unfriendly think worst service evertotally unfriendly aweful aweful aweful service,125
4705,negative,2021-09-22,Ordered this and most of the boxes were stale and stuck together.<br /><br />Checked the expiration date and it wasn't expired.<br /><br />Starting to think they just changed the expiration date and shipped everything that went bad.,232,ordered boxes stale stuck together checked expiration date expired starting think changed expiration date shipped everything went bad,133
4706,negative,2020-02-10,"I don't know the deal is here but they are terrible.  I love Cracker Jacks and not just cause there is a prize, especially now that the prizes are pointless compared to what you use to get.<br /><br />These arrived and the first box I ate seemed very stale, checked the date and was not expired and the date was a long ways away so I figured maybe it was that box.  But I'm a few boxes in now and they are all the same it's like chewing on cardboard.  I event went to the local 7-11 to get some to compare and those at 7-11 were 1000 timex better.<br /><br />Since it was so cheap to get them it's not worth the hassle to send them back so I think I'll just give them out for halloween.",686,know deal terrible love cracker jacks prize especially prizes pointless compared get arrived first box ate seemed stale checked date expired date long ways away figured maybe box boxes like chewing cardboard event went local 711 get compare 711 1000 timex better since cheap get worth hassle send back think give halloween,322
4707,negative,2020-07-25,"Cracker Jacks were horrible--stale, not crunchy and tasted awful even though the expiration date on the package had not expired",127,cracker jacks horriblestale crunchy tasted awful even though expiration date package expired,92
4708,negative,2021-04-07,"Becareful if you plan to use these more then two months after you order them, they expire quick. I can't use these, I ordered them to use in my November wedding but they expire in March :(",188,becareful plan two months order expire quick cannot ordered november wedding expire march,89
4709,negative,2021-11-09,"Original description and order said ""Assorted"" chocolates. What I got--weeks (!) later--was one pack of all white chocolates (the least desirable). Not worth the bother of returning even with Prime. Might be better just buying at local store (same or cheaper price) when you can see what you get.",296,original description order said assorted chocolates gotweeks laterwas one pack white chocolates least desirable worth bother returning even prime might better buying local store cheaper price see get,199
4710,negative,2021-04-07,These look like typical sugar plum jellies but they are actually grape flavored. You would assume that they would have a sugar plum flavor. They taste like cheap Kool-Aid and not the yummy Jelly Belly ones I can't seem to find on Amazon.,237,look like typical sugar plum jellies actually grape flavored would assume would sugar plum flavor taste like cheap koolaid yummy jelly belly ones cannot seem find amazon,169
4711,negative,2021-09-21,"they decided to ship both my order in ONE HUGE box of 24 cans instead of 12 green beans in one box, 12 corn in another and i was barely able to get this inside my house.  then every single can of green beans was dented and 3 cans of corn were dented",249,decided ship order one huge box 24 cans instead 12 green beans one box 12 corn another barely able get inside house every single green beans dented 3 cans corn dented,166
4712,negative,2021-11-09,"The purchase and receipt of the box of chocolates was very good, and made my home in plenty of time for Christmas.  The box was opened the day after new years.  The cholocates were discolored and dry.  The box had expired two months before I made the order.  I made a complaint with Amazon which was resolved in a few days with full credit to my charge card.  This company wanted me to mail them back the chocolates which i had saved along with the wrapper.  They would not reply back to my inquiry as to who would pay for the shipping the chocolates back to the seller. I still have the out of date and bad box of cholocate and will keep them for inspection for the next month or so.  Then trash can.",701,purchase receipt box chocolates good made home plenty time christmas box opened day new years cholocates discolored dry box expired two months made order made complaint amazon resolved days full credit charge card company wanted mail back chocolates saved along wrapper would reply back inquiry would pay shipping chocolates back seller still date bad box cholocate keep inspection next month trash,398
4713,negative,2021-12-10,What more can I say. Barley Edible - Crunch on Sugar.  Did come on time but have a feeling that they wanted this unloaded because it didn't sell or maybe bad batch.  Doesn't make you sick or anything like that but you can actually find yourself crunching on sugar like you put a sugar cube in your mouth.  Kids probably don't care.  Hope this helps.,349,say barley edible crunch sugar come time feeling wanted unloaded sell maybe bad batch make sick anything like actually find crunching sugar like put sugar cube mouth kids probably care hope helps,195
4714,negative,2021-11-10,"The box has only pasta and dried-up sauce. No TUNA!!!<br /><br />If you can see the words in the spoon on the bottom right of the box, it says, ""Just add tuna"".<br /><br />So the products is making a FALSE CLAIM !!! Shame on you, Annie.",236,box pasta driedup sauce tuna see words spoon bottom right box says add tuna products making false claim shame annie,115
4715,negative,2021-09-28,"Instead of a resealable tub with the jelly beans, I received a cardboard box, with a plastic bag full of jelly beans.  They were closed with a twist tie and there was no labeling on the bag.  On the box there was a typed label that said:""green apple jelly  belly 16 oz. new"".  There was no ingredient list, company logo, allergen information, or anything else you'd expect to find on food packages. I certainly wouldn't eat food that arrived in a plastic bag with a twist tie.  I did ask that it be shipped next day, so maybe they couldn't take the time to package it in the advertised tub.  Amazon was nice enough to give me a full refund, which was the only positive part of the experience.",692,instead resealable tub jelly beans received cardboard box plastic bag full jelly beans closed twist tie labeling bag box typed label saidgreen apple jelly belly 16 oz new ingredient list company logo allergen information anything else would expect find food packages certainly would eat food arrived plastic bag twist tie ask shipped next day maybe could take time package advertised tub amazon nice enough give full refund positive part experience,448
4716,negative,2021-10-19,"I bought this for fathers day. My father loves dried fruits and nuts.<br /><br />It came in a somewhat cute crate box, and each compartment was in a plastic bag. That means that if you don't eat the nuts in one sitting they will go stale, as they are now sitting in the open. Same story for the fruit.<br /><br />While all the bags were closed when my father opened them he found that the nuts were stale and the fruit were hard/chewy.<br /><br />I recommend purchasing this if you need a centerpiece, but not if you actually want to eat it.",541,bought fathers day father loves dried fruits nuts came somewhat cute crate box compartment plastic bag means eat nuts one sitting go stale sitting open story fruit bags closed father opened found nuts stale fruit hardchewy recommend purchasing need centerpiece actually want eat,278
4717,negative,2021-04-07,"I have to say that I really wanted to like these muffins, but I could not.  They have a really bitter after taste.  Whether this is attributable to the gluten free nature of the product, I do not know.  The Hodgson Mill Blueberry Muffin Mix is a far better choice.  On a positive note, they do raise very nicely, but it is unfortunate that I find them barely edible and have five more boxes of the mix left.",407,say really wanted like muffins could really bitter taste whether attributable gluten free nature product know hodgson mill blueberry muffin mix far better choice positive note raise nicely unfortunate find barely edible five boxes mix left,239
4718,negative,2021-11-09,"This product comes from a very good company that makes a number of excellent Gluten free as well as non-gluten free baking products. DO NOT let the poor quality of this one product keep you from trying other products they make. This mix is a classic example of a very poorly designed and likely untested Gluten free product. It lacks enough sugar and moisture ingredients to make the finished product taste good and mix well. As with many Gluten Free products new to the market, you find yourself constantly adding ""something"" to try to make it right. To these, I had to add nearly a full cup of sugar to begin to dissipate the very bitter taste. I added both applesauce and plain yogurt during different baking sessions to get a consistency that would feel and move like a muffin mix. THIS mix takes too much ""Doctoring"" to be recommended at all until Hodgson Mill goes back to the drawing board and fixes this. BUT, Hodgson Mill does have other good products. Try their Blueberry Muffin Mix and hope that one day Amazon will carry a wider array of their Gluten Free offerings as many are very, very good.",1106,product comes good company makes number excellent gluten free well nongluten free baking products let poor quality one product keep trying products make mix classic example poorly designed likely untested gluten free product lacks enough sugar moisture ingredients make finished product taste good mix well many gluten free products new market find constantly adding something try make right add nearly full cup sugar begin dissipate bitter taste added applesauce plain yogurt different baking sessions get consistency would feel move like muffin mix mix takes much doctoring recommended hodgson mill goes back drawing board fixes hodgson mill good products try blueberry muffin mix hope one day amazon carry wider array gluten free offerings many good,752
