,sentiment,time,text,cleaned_text,Lowercase Count,Uppercase Count,Uppercase Words,Uppercase Ratio,Punc Count,num_digits,num_verbs,num_nouns,num_tokens_cleaned,num_tokens_raw,num_words_misspelled,polarity,subjectivity,num_pos_words,num_neg_words
3491,positive,14/7/20,"Biryani when done as per instructed comes out really good and authentic! I dont like their other products, but highly recommend this for any Indian food lover. Total preparation time is around 1 hour, but its really worth it",biryani do per instruct come really good authentic like product highly recommend indian food lover total preparation time around hour really worth,42,0,,0.0,4,0,2,9,22,43,1,0.9293,0.548,1,0
2215,positive,19/1/20,I have tried alot of Jasmine teas and by far this is the best I have tried.  Everyone I share this with agrees.,try alot jasmine teas far best tried everyone share agree,22,0,,0.0,2,0,1,5,10,25,1,0.8481,0.65,1,0
3250,positive,30/1/21,My son gobbled this down right away.  I was looking for different flavors since they only hold so many in the stores.  Texture is fine.  What else can I say?  Tastes good to me too!,son gobble right away look different flavor since hold many store texture fine else say taste good,38,0,,0.0,5,0,2,6,17,40,0,0.5719,0.547143,0,0
3647,positive,6/7/21,I use a lot of various spices in my cooking and wanted to find a source with a quality product at a reasonable price.  Frontier met that discription.,use lot various spice cook want find source quality product reasonable price frontier meet discription,29,0,,0.0,2,0,1,10,15,30,1,0.0772,0.55,0,0
704,positive,7/9/21,"For coffee drinkers who buy Maxwell House coffee, this is a deal!  Buy two cases for just over $50!  Free shipping, too!  Seriously, you know I stocked up!",coffee drinker buy maxwell house coffee deal buy two case free ship seriously know stocked,35,0,,0.0,8,1,3,8,15,36,0,0.3818,0.733333,1,0
1831,positive,10/2/21,"I like these because they're not too sweet. But of course that also means you can just keep eating and eating them without realizing how many you've plowed your way through, so be careful...  a three-cookie serving contains 140 calories and 5 grams of fat<br /><br />Lots of fruit, and the citrus flavor REALLY comes through. And as they're thin and crisp, they're the perfect accompaniment to a cup of tea because they don't immediately go soggy. I'm not usually a big cookie person, but I'll probably be getting these again.",like sweet course also mean keep eat eat without realize many plowed way careful serving contains calorie grams fat lot fruit citrus flavor really come thin crisp perfect accompaniment cup tea immediately go soggy usually big cookie person probably get,110,1,REALLY,0.008772,14,0,7,16,40,114,7,0.8689,0.600463,1,0
160,positive,4/10/20,"Like many other reviewers, I first found these apple chips at Costco, who has since discontinued them.  If I'd known they were going to be discontinued, I would have stocked up because they were about 50% cheaper!  But still the Amazon price is a good deal for such a large quantity of dried apples.  I eat them as a snack (I keep a bag at the office for this purpose) and I also use them as treats for my pet bunny (he goes absolutely bonkers for them). The quality is great; I haven't found a single seed or inedible piece in the four bags I've gone through so far.  Plus they are organic, which I do not normally care about but becomes important if you are ingesting any quantity of peels. Definitely recommend!!",like many reviewer first find apple chip costco since discontinue would know go discontinue would stock cheap still amazon price good deal large quantity dry apple eat snack keep bag office purpose also use treat pet bunny go absolutely bonkers quality great find single seed inedible piece four bag go far plus organic normally care becomes important ingest quantity peel definitely recommend,145,0,,0.0,18,1,13,24,62,154,2,0.9697,0.628938,1,0
2402,positive,8/6/21,This is a great product.  Great taste and texture.  I will definitely purchase more.,great product great taste texture definitely purchase,16,0,,0.0,3,0,0,4,7,17,0,0.8979,0.666667,2,0
5085,negative,27/6/21,"It only lasted 2 days. Came mostly dead. Glad it was only 10 bucks. It was also very small so. The flies I wanted it to eat , it couldn't.",lasted day come mostly dead glad buck also small fly want eat could,35,0,,0.0,6,0,3,5,13,36,1,-0.25,0.675,0,1
5389,negative,17/4/21,"Please be aware that although dogs absolutely LOVE these treats, that they may have caused a recent unexplainable illness in our 9 month old Mastiff pup. He was getting 1 or 2 a day of these chicken jerky's for about a week and then suddenly became very lethargic, along with vomiting, diarrhea, and had no appetite ""except"" he would eat only these treats and drink water. Vet thinks he'll recover OK, but advised us to stop feeding them to our dogs. These are still ""Made in China"" and in 2007 reports had shown that dogs were getting sick from these and other brands, and there are still reported cases today. Just be careful and watch your pets closely if you are feeding them these. We will no longer feed these to any of our dogs, ever. Wish Dogswell would manufacturer these in the USA again.",please aware although dog absolutely love treat may cause recent unexplainable illness month old mastiff pup get day chicken jerky week suddenly become lethargic along vomit diarrhea appetite except would eat treat drink water vet think recover ok advise us stop feed dog still make china report show dog get sick brand still report case today careful watch pet closely feed long feed dog ever wish dogswell would manufacturer usa,162,3,"LOVE, OK, USA",0.018182,14,0,14,28,70,165,2,0.8211,0.550714,1,1
5438,negative,27/2/20,Reese changed their Cheesy Popcorn Seasoning.  It is more salt than cheese.  In fact it has very little cheese flavor left.  I will not be purchasing this product again.,reese change cheesy popcorn season salt cheese fact little cheese flavor leave purchasing product,32,0,,0.0,4,0,2,8,14,33,0,0.0164,0.75,0,0
3837,positive,1/4/21,"Hi,<br /><br />Bought these for my parents and I am glad that I made right choice. Parents as well as myself I eat them regularly. I eat my whey protein powder in milk before I mix these cereals. My father has diabetes but he has no complaints.",hi buy parent glad make right choice parent well eat regularly eat whey protein powder milk mix cereal father diabetes complaint,54,0,,0.0,11,0,4,11,21,59,2,0.4404,0.453159,0,0
32,positive,7/9/21,I use the powdered tea powder in my fruit smoothies.  Provides you all the health benefits of green tea.  Love the product and use both the plain and lemon ginger.,use powder tea powder fruit smoothies provide health benefit green tea love product use plain lemon ginger,32,0,,0.0,3,0,1,14,17,33,0,0.802,0.419048,1,0
4453,negative,19/2/21,This candy is not as described. The middle is almost hard it is not a silky or smooth filling as described.<br />Looks and tastes like it's way past it's expiration date.<br />Would never reccommend this. Paid a good chunk of cash for nothing,candy describe middle almost hard silky smooth fill describe look taste like way past expiration date would never reccommend pay good chunk cash nothing,55,0,,0.0,8,0,3,13,24,55,3,0.0729,0.378333,0,0
3333,positive,1/7/18,I purchased this product because I like to have a little protein in me before my morning walk. It is delicious.,purchased product like little protein morning walk delicious,21,0,,0.0,2,0,0,3,8,23,0,0.7351,0.75,1,0
2973,positive,27/2/19,"I really like these crackers and I'm thrilled that Amazon offers this product. I'm a Bariatric patient and it's always hard to find a crunchy treat that is healthy.  I save a ton of money too because buying individual boxes was getting quite pricey for me since I eat at least 2 crackers each day.  I've tried all 3 flavors that Amazon offers; they all are quite tasty, but this one is my all-time favorite.",really like cracker thrill amazon offer product bariatric patient always hard find crunchy treat healthy save ton money buy individual box get quite pricey since eat least cracker day try flavor amazon offer quite tasty one favorite,79,0,,0.0,6,1,8,14,37,85,4,0.9547,0.506944,0,0
4741,negative,18/10/21,"These bags never close well, so if you are a compulsive bag-closer, forget about it. Ah, the taste you ask? Dry, and dusted with its own carnation in powderized form. Snack creators branching out by offering traditional products in slightly different forms results in me expressing negative comments via reviews. And why, oh, why does everything have to be miniaturized in order to appeal to rugrats and the type of people who have to proclaim their brood with stick figure-ish stickers on the back of their vehicle? Please, just go straight for the original ""Chips Ahoy!"" in standard size, pig out, and forget about the kids for six minutes.",bag never close well compulsive forget ah taste ask dry dust carnation powderize form snack creator branch offer traditional product slightly different form result express negative comment via review oh everything miniaturize order appeal rugrats type people proclaim brood stick sticker back vehicle please go straight original chip ahoy standard size pig forget kid six minute,127,0,,0.0,16,1,5,32,56,127,3,-0.4242,0.4375,0,1
272,positive,24/10/21,I had had a very hard time trying to find Quaker Banana Bread Oatmeal.  I was quite excited when I found it at Amazon.  The service was excellent. The price was right.  I am delighted to have my oatmeal again.,hard time try find quaker banana bread oatmeal quite excite find amazon service excellent price right delight oatmeal,41,0,,0.0,5,0,5,5,18,45,0,0.911,0.69246,2,0
2270,positive,5/6/21,"We had an Easters party and i purchase this product to fill my pinata , The kids was surprised and happy with the candy's .",easter party purchase product fill pinata kid surprise happy candy,26,0,,0.0,2,0,1,8,10,26,2,0.8176,1.0,1,0
3793,positive,22/5/21,"The quality of the almonds is so much better than my local supermarkets. I just started eating raw almonds, and I didn't think I would be able to tell the difference between suppliers. Besides the great quality, the pricing is good, too.",quality almonds much well local supermarket start eat raw almond think would able tell difference supplier besides great quality pricing good,46,0,,0.0,6,0,2,10,21,49,1,0.8442,0.439423,1,0
1880,negative,15/7/21,These don't even taste like cashews.  They are fresh and crunchy enough but you would never know they are supposed to be cashews.  I don't know anything about roasting cashews but I think it's funny that every other brand seems similar in taste and Emerald does not.  It's not that they have an off-flavor.  They have no flavor.,even taste like cashew fresh crunchy enough would never know suppose cashew know anything roast cashew think funny every brand seem similar taste emerald flavor,65,0,,0.0,5,0,4,10,25,67,2,0.7717,0.6,0,0
4714,negative,11/10/21,"The box has only pasta and dried-up sauce. No TUNA!!!<br /><br />If you can see the words in the spoon on the bottom right of the box, it says, ""Just add tuna"".<br /><br />So the products is making a FALSE CLAIM !!! Shame on you, Annie.",box pasta sauce tuna see word spoon bottom right box say add tuna product make false claim shame annie,70,3,"TUNA, FALSE, CLAIM",0.041096,24,0,2,13,19,73,3,-0.4767,0.567857,0,0
2740,positive,12/9/21,This product was nicely packaged which made it easy to throw in my purse or briefcase. The flavor was rich and satisfying. I will buy this again,product nicely package make easy throw purse briefcase flavor rich satisfying buy,28,0,,0.0,2,0,1,6,12,29,0,0.9081,0.895833,1,0
544,positive,22/2/21,"I've been gluten-free for a little over a year and I've struggled with finding tasty and affordable alternatives to my favorite foods. The great thing about this mix is that it's really easy to make, affordable, and the pancakes are so tasty, my children do not object to eating them--saving me the time of making two batches of pancakes. If they didn't see me eating them, I don't even think my kids would notice that they are eating gluten-free pancakes.",little year struggle find tasty affordable alternative favorite food great thing mix really easy make affordable pancake tasty child object eat save time make two batch pancake see eat even think kid would notice eat pancake,91,0,,0.0,7,1,6,13,36,94,5,0.9095,0.770833,1,0
2059,positive,15/6/21,"Surprisingly tasty and a great texture.  I was excited to find these in my local grocery store in the Passover section.  My expectations were low, but these delicious crackers made me a believer!",surprisingly tasty great texture excite find local grocery store passover section expectation low delicious cracker make believer,36,0,,0.0,4,0,2,8,17,37,0,0.9001,0.51,2,0
4710,negative,4/7/21,These look like typical sugar plum jellies but they are actually grape flavored. You would assume that they would have a sugar plum flavor. They taste like cheap Kool-Aid and not the yummy Jelly Belly ones I can't seem to find on Amazon.,look like typical sugar plum jelly actually grape flavor would assume would sugar plum flavor taste like cheap yummy jelly belly one seem find amazon,46,0,,0.0,3,1,3,10,25,47,1,0.8442,0.433333,1,0
3839,positive,19/5/21,"these are excellent quality bags (heavy, tight weave)--minimal, if any, floaties. (i use them, primarily, for tea.) ...if you decide to purchase them, you won't be disappointed.",excellent quality bag heavy tight weave minimal floaties use primarily tea decide purchase disappoint,44,0,,0.0,13,0,2,5,14,44,2,0.25,0.577143,1,0
3242,positive,26/9/20,This licorice has a very good flavor! The only thing I would have liked is it were a little softer.,licorice good flavor thing would like little soft,21,0,,0.0,2,0,1,2,8,22,0,0.6597,0.483333,0,0
4895,negative,13/5/21,This product smells so bad that I couldn't even try to consume it.  It smells sour and rancid and is detectable even before the package was opened.  The seller has a no return policy so I'm out the $ I spent on this as it will go right into the garbage.,product smell bad could even try consume smell sour rancid detectable even package open seller return policy spend go right garbage,53,0,,0.0,4,0,4,9,21,56,2,-0.7906,0.450595,0,2
1586,positive,10/3/21,"I love these meal replacement bars. I warm one up in the microwave almost every day for breakfast. They are nutritious and delicious and keep me full all the way until lunch. I decided to go with the ""Subscribe and save"" feature and get these for a great price!",love meal replacement bar warm one microwave almost every day breakfast nutritious delicious keep full way lunch decide go subscribe save feature get great price,52,0,,0.0,4,1,6,10,25,55,0,0.9524,0.7,3,0
1625,positive,1/4/21,"I like this tea. It's one of the better green teas I have tasted. It has a smooth and subtle flavor. I definitely enjoy it more than Bigelow's green tea, and it compares favorably to other brands as well. The packaging is also very elegant. I don't really have much more to say about this tea. Try it, you might like it.",like tea one good green tea taste smooth subtle flavor definitely enjoy bigelow green tea compare favorably brand well package also elegant really much say tea try might like,70,0,,0.0,9,1,3,10,29,74,2,0.9618,0.4875,0,0
3373,positive,10/7/21,"My favorite sweeteners are stevia and agave.  This Organic stevia has a bit of taste of both.  The main ingredient is agave inulin and then the second one is stevia.  This makes it really sweet with no aftertaste.  In fact, you can say that it almost has a hint of honey (must be the agave inulin)  It dissolves quickly too.<br /><br />A packet equals 2 tsp of sugar.  I like 1 tsp in my cup of coffe so I use only half a packet at a time.  It is very good though.  Considering that it is organic and natural, the price is slightly above what I would pay, but I think it's ok if you're used to buying other products with stevia.  Truvia costs about 50 cents less than this organic stevia at about the same number of packets, but truvia is not organic.  So it depends on what you're looking for.",favorite sweetener stevia agave organic stevia bit taste main ingredient agave inulin second one stevia make really sweet aftertaste fact say almost hint honey must agave inulin dissolve quickly packet equal tsp sugar like tsp cup coffe use half packet time good though consider organic natural price slightly would pay think ok use buying product stevia truvia cost cent less organic stevia number packet truvia organic depends look,173,0,,0.0,22,1,11,33,68,178,8,0.9361,0.386111,0,0
5242,negative,22/7/19,"I don't know if I got a bad batch or something, but I could'nt get these to cook right. I followed the instructions and after about two minutes, the bag stoped expanding. I opened it and found everything badly burnt. the next bag I waited about one and a half minutes. I opened it and found half the chips uncooked. I never could find a time that either left some uncooked or some burnt. (I shook the bags and scattered the chips inside them well before microwaving each time)",know get bad batch something get cook right follow instruction two minute bag stop expand open find everything badly burn next bag wait one half minute open found half chip uncooked never could find time either leave uncooked burnt shook bag scatter chip inside well microwaving time,91,0,,0.0,10,2,9,20,47,100,2,-0.7184,0.340238,0,1
962,positive,1/4/21,We use these popcorn packs for our party rental business. We can keep enough in stock. They are easy for our customers to use and taste great!,use popcorn pack party rental business keep enough stock easy customer use taste great,30,0,,0.0,3,0,1,8,14,30,0,0.8658,0.694444,1,0
1582,positive,30/6/21,"This tonic water is the best! It does not contain high fructose corn syrup, so it tastes better. Buy it! You will not regret it!",tonic water best contain high fructose corn syrup taste well buy regret,30,0,,0.0,5,0,1,6,12,30,0,0.5423,0.42,1,0
4815,negative,18/12/19,"I have ordered numerous teas, potions, lotions and other remedies...BUT have never had a lack of product in an order that was sealed.  The tea bag wrapping in question was sealed without a tea bag inside.  I would have said something sooner, however...I only tried these when I had a sinus infection and the last 3 times I tried to use one...the sealed pouch was EMPTY.  BEWARE!",order numerous tea potion lotion remedy never lack product order seal tea bag wrap question seal without tea bag inside would say something sooner however try sinus infection last time try use one seal pouch empty beware,72,3,"BUT, EMPTY, BEWARE",0.0375,7,1,4,21,37,80,3,0.0418,0.355556,0,0
4808,negative,20/4/21,"First, let me state that I brew most of my tea in a gaiwan, hence, I use loose leaf tea.<br /><br />White tea is one of my favorites so I'm always on the lookout for a nicely priced Bai Mudan.<br /><br />As much as I love Bai Hao Yinzhen, I just cannot afford to drink it exclusively due to the volume of white tea I drink.<br /><br />I thought this was a pretty good price and when I opened it up it didn't look too bad either.  Much to my surprise, after taking the first layer off the top (I transfer my tea to good tea tins) it was nearly all powder/dust with hardly any intact leaves.  This is extremely problematic if you don't use any filters or screens (like me).  I don't mind when some tea leaves get in my tea and it is pretty much normal if you don't pour through a screen, however, this was so broken up that it was just unworkable.<br /><br />I have only opened one bag at this point so there is a chance that it was just that bag or possibly even a bad batch but at this point I most likely won't be ordering it again.<br /><br />That being said, the whole leaves that were there (on the top) looked fine.  It does have a bit of a green tea taste (vs some other high quality white tea I am used to), however, it isn't bad or anything.  Definitely drinkable on a regular basis if the bag wasn't mostly powder.<br /><br />I took a couple pics so I will post them...keep in mind this came in two pouches, I poured into tins and that is where I took the pictures (the product does not actually come in tins).",first let state brew tea gaiwan hence use loose leaf tea white tea one favorites always lookout nicely price bai mudan much love bai hao yinzhen afford drink exclusively due volume white tea drink think pretty good price open look bad either much surprise take first layer top transfer tea good tea tin nearly hardly intact leave extremely problematic use filter screen like mind tea leave get tea pretty much normal pour screen however break unworkable open one bag point chance bag possibly even bad batch point likely ordering say whole leaf top look fine bit green tea taste v high quality white tea use however bad anything definitely drinkable regular basis bag mostly powder take couple pic post keep mind come two pouch pour tin take picture product actually come tin,360,0,,0.0,63,3,14,62,132,377,18,0.9531,0.512338,1,3
1382,positive,19/2/20,Will definitely buy again. I sent this to a deployed soldier who shared it with the other boys and they all love it! Great flavour.,definitely buy sent deploy soldier share boy love great flavour,27,0,,0.0,3,0,1,5,10,28,0,0.9217,0.616667,2,0
5306,negative,9/9/20,"These almonds had an unbelievable amount of salt on them. I love salt but this was over the top. I've bought this brand from other stores and they have never been this salty.  Maybe the machine went wacko when processing these. ???<br />I can't eat these unless I take the time to try and wipe off the salt, which talks forever!!",almond unbelievable amount salt love salt top buy brand store never salty maybe machine go wacko processing eat unless take time try wipe salt talk forever,72,0,,0.0,13,0,2,17,26,76,2,0.7783,0.7,1,0
1542,negative,26/6/21,"I wish Rihanna would get her face off this product.  It tastes nasty.  I bought a couple dozen since I love Vita Coco's products. However, this flavor is just the worst. They tried, and the taste has a hint of guava.  But it doesn't work in this package.  I have tried giving them away and nobody wants them - I still haven't seen anyone who likes the taste.",wish rihanna would get face product taste nasty buy couple dozen since love vita coco product however flavor bad tried taste hint guava work package try give away nobody want still see anyone like taste,75,0,,0.0,10,0,5,18,35,80,4,0.3818,0.755556,1,2
163,positive,18/6/20,Loved having a healthy snack that I could grab on the go...they became a staple for me...awesome solo or with hummus....,love healthy snack could grab go become staple awesome solo hummus,25,0,,0.0,0,0,3,3,11,26,2,0.9001,0.7,2,0
2903,positive,5/6/21,"I love oatcakes so of course like most I did the topping go around and I thought try something way different...hear me out it's not bad, marmite on oatcake lol Try it sometime, Nairns oatcake is great with anything on it or nothing just depends on the person.",love oatcake course like top go around think try something way different hear bad marmite oatcake lol try sometime nairns oatcake great anything nothing depend person,51,0,,0.0,3,0,6,8,26,54,5,0.8979,0.636111,2,1
2775,positive,23/8/21,"After a Bariatric Surgery, I can't take pills whole. I must crush them and mix them with the sugar-free apple sauce. As you can imagine, it's so bitter that you just want to die. However, if you add this FANTASTIC product, you won't taste the bitterness of the medications. And it's sugar free! It doesn't taste sugar free. It tastes just wonderful.<br /><br />I tried mixing my own xylitol (sugar alcohol) with cinnamon - it doesn't come out that well. But this product - it is JUST GREAT! There is no aftertaste whatsoever!<br /><br />I highly recommend it.",bariatric surgery take pill whole must crush mix apple sauce imagine bitter want die however add fantastic product taste bitterness medication sugar free taste sugar free taste wonderful try mix xylitol sugar alcohol cinnamon come well product great aftertaste whatsoever highly recommend,127,3,"FANTASTIC, JUST, GREAT",0.022388,30,0,5,22,42,134,9,0.9216,0.71125,5,1
3257,positive,8/5/20,This tea has a wonderful flavor!! The price is right. And I love that they dont use staples on the bags. i can just throw the used ones right into the compost pit. Jasmine and green tea were meant to be together.,tea wonderful flavor price right love use staple bag throw use one right compost pit jasmine green tea meant together,47,0,,0.0,6,1,1,13,20,48,1,0.836,0.594286,2,0
1253,positive,30/6/21,"When I was a kid, Post used to make a cereal called C. W. Post. It was a granola type cereal that was the absolute best. It disappeared from the grocery shelves sometime in the 1980's.<br /><br />Fast forward to today. Walking down the grocery isle, I noticed the single row of just bunches, high on the grocer's shelf. Over the years, I had tried to find a granola cereal that could live up to the legend of the C.W. from my childhood. Sampling all that I could find, I had no luck equaling that wonderful crunchy taste.<br />Likely this new find, Just Bunches, would also disappoint, but I figured I should give it a try to see if it came at least close to what I remembered. It was from the Post people, perhaps they reached deep into their cereal recipe box and revived an old flavor from the past.... One could only hope.<br /><br />It the parking lot of the Grocery, I cracked open the box to give it a taste. Instantly I was transported back to my childhood, munching on cereal and watching Saturday morning cartoons, the road runner, bugs bunny, it all came back...<br /><br />I had found the 'holy Grail' of cereals.... ok, maybe that's taking it too far, but man its really good. So good, I subscribed for auto ship every month.",kid post use make cereal call post granola type cereal absolute best disappear grocery shelf sometime fast forward today walk grocery isle notice single row bunch high grocer shelf year try find granola cereal could live legend childhood sampling could find luck equal wonderful crunchy taste likely new find bunch would also disappoint figure give try see come least close remembered post people perhaps reach deep cereal recipe box revive old flavor past one could hope park lot grocery crack open box give taste instantly transport back childhood munching cereal watch saturday morning cartoon road runner bug bunny come back find grail cereal ok maybe take far man really good good subscribed auto ship every month,271,3,"C., W., C.W",0.01049,49,1,16,57,116,286,9,0.9651,0.494341,2,0
3415,positive,6/3/21,I bought some of this tea at Jungle Jims and absolutely love the frangrance as it is steeping and the taste is wonderful. I even make it into iced tea.,buy tea jungle jims absolutely love frangrance steep taste wonderful even make iced tea,30,0,,0.0,2,0,3,5,14,32,3,0.8479,0.8,2,0
2164,positive,19/10/21,"This Maamoul has a good taste for both the date and the cookies<br />It's soft and doesn't smell bad because of the packing, I recommend it.",maamoul good taste date cooky soft smell bad pack recommend,33,0,,0.0,5,0,0,6,10,34,3,0.2263,0.538889,0,1
2528,positive,10/7/21,"These k-cups are a quick and tasty way to make a hot cup of cider. I have tried several brands of k-cup cider and this is by far the best, the caramel flavor is also very good.",quick tasty way make hot cup cider try several brand cider far best caramel flavor also good,39,0,,0.0,3,0,2,6,17,40,2,0.7964,0.541667,1,0
2739,negative,11/9/21,"I just got my order today and had to try it out.<br />While I'll disagree with others that have gotten 'mush' outta the can, my initial can was above that.<br />Not what I would call chunks by any stretch, but not mush.<br /><br />As for taste? Pretty much none. If it weren't for the additives, it wouldn't have any taste at all.<br /><br />I've never had Blue crab. But if this is the 'comparison', I'll not try it either.<br /><br />Keep in mind that I can get Dungeness year round, as well as Red Rock crab.<br /><br />I'll likely add it to the cats food. Maybe she can get some flavor out of it?",get order today try disagree others get outta initial would call chunk stretch mush taste pretty much none additive would taste never blue crab try either keep mind get dungeness year round well red rock crab likely add cat food maybe get flavor,161,0,,0.0,42,0,7,21,43,168,11,0.4019,0.385714,0,0
2448,positive,15/1/21,"I will definitely be keeping this in my collection, great salt and great vendor.  This shipped the morning after I ordered it and received it two days after that.  Had a free sample and a bamboo salt spoon in it too.",definitely keep collection great salt great vendor ship morning order receive two day free sample bamboo salt spoon,43,0,,0.0,4,1,1,11,18,45,0,0.9349,0.7,3,0
2710,positive,10/8/18,"I love Zevia soda, it has a weird aftertaste for some but I am in love with this soda that is good for you!  It does have a very citrusy taste!",love zevia soda weird aftertaste love soda good citrusy taste,32,0,,0.0,3,0,0,8,10,34,3,0.891,0.7,2,0
2193,positive,14/8/21,I was a little nervous about this product when it was first introduced to me at a support group meeting.  I wasn't sure how any GF product cooked in the microwave could be edible.  But it was delicious.  I now try to keep some on hand for when traveling so I have a food option when the rest of the family is taking advantage of the hotel breakfast since almost everywhere has a microwave they'll let me use.,little nervous product first introduce support group meeting sure gf product cook microwave could edible delicious try keep hand travel food option rest family take advantage hotel breakfast since almost everywhere microwave let use,79,1,GF,0.011905,4,0,6,17,34,84,3,0.902,0.680556,1,0
649,positive,13/7/21,I like the taste of this drink in many ways it takes me back to my childhood with the orange ice lollies I used to eat as it has a similar flavour. The thing you should be aware of is that although it has no added sugar because it has so much fruit juice it does have a lot of calories.  I also found that the can needed to be bigger as I wanted more at the end!,like taste drink many way take back childhood orange ice lolly use eat similar flavour thing aware although added sugar much fruit juice lot calorie also find need big wanted end,77,0,,0.0,3,0,4,12,31,81,0,0.3612,0.241667,0,0
1318,positive,19/7/21,"Was buying the Kona Blend until it dried up and then the price went through the roof. Tried several different K-Cup coffees until I found the Fog Chaser. Now I have it on my subscribe and save list. I have it sent to my office, my home, my son's home every month. It ain't Kona but it is almost as bold, the aroma fills the kitchen in the morning and that first sip is great every time.<br />And at 1/2 the price of the Kona, it is the ""best bang for the buck"". I'll never go back.",buy kona blend dry price go roof tried several different coffee find fog chaser subscribe save list sent office home son home every month kona almost bold aroma fill kitchen morning first sip great every time price kona best bang buck never go back,112,0,,0.0,13,0,8,20,44,116,4,0.9301,0.40625,2,0
2156,positive,23/8/21,This is great almond butter.  I was buying almond butter at Whole Foods and the last two containers were watery.  I thought I'd give this a try and I'm glad I did!!!,great almond butter buy almond butter whole food last two container watery thought would give try glad,34,0,,0.0,5,1,2,9,17,39,1,0.7964,0.554167,1,0
4413,positive,19/7/21,"I was a bit skeptical at getting another brand than Green Mountain brands, since Grove Square and San Fran Bay were really bad. Besides the original problem they had with the production on their first boxes, Brooklyn Beans have been a great new find for us. I could go through each blend, but they are all similar to other GMCR brands. The k cups seem a little lighter in weight and the lighter roasts  did seem watery for the travel cup size, but that is about the norm with all k cups. The best thing I really like is the company actually responds and fixes any problems. So, stop complaining about the shipping when you are leaving feedback on the product! (I always get my shipments at least 2 days ahead of scheduled date.) So, don't be afraid to try these and save money. Subscribe and save another 5%.",bit skeptical get another brand green mountain brand since grove square san fran bay really bad besides original problem production first box brooklyn bean great new find us could go blend similar gmcr brand k cup seem little light weight lighter roast seem watery travel cup size norm k cup best thing really like company actually respond fixes problem stop complain ship leave feedback product always get shipment least day ahead schedule date afraid try save money subscribe save another,163,1,GMCR,0.005952,18,0,12,36,80,168,3,0.6872,0.483636,2,1
4994,negative,20/11/19,"I like the idea of a healthy soda type drink, but this flavor just missed the mark. The tangerine overpowered the orange and left a bad taste in my mouth. Carbonated juice is a great idea, they just need to tweak the flavors a bit.<br /><br />Ranking the Switch drinks from best to worst:<br /><br />1. Watermelon Strawberry<br />2. Kiwi Berry<br />3. Black Cherry<br />4. Orange Tangerine",like idea healthy soda type drink flavor miss mark tangerine overpower orange leave bad taste mouth carbonate juice great idea need tweak flavor bite ranking switch drink best worst watermelon strawberry kiwi berry black cherry orange tangerine,101,0,,0.0,30,0,4,23,37,102,6,0.6249,0.608333,2,2
2456,positive,14/1/21,"These seeds taste very good.  They arrived much quicker than I had anticipated.  I especially enjoy these seeds sprinkled on top of soup instead of crackers.  I am trying to cut back on the amount of grains I consume,",seed taste good arrive much quicker anticipate especially enjoy seed sprinkle top soup instead cracker try cut back amount grain consume,39,0,,0.0,4,0,2,12,21,43,0,0.7264,0.46,0,0
3258,positive,18/6/20,"I actually have tried four flavors (to date) of the Di Vinci syrups.  I like them all.  I use them in baking (you can find some recipes on the internet for using these syrups in things like muffins, etc).  Be aware that these syrups are made with Splenda.  We love Splenda - use it everyday, so we're ok with it.  (Some folks have a problem with it, though).  Currently, in my pantry, I have strawberry (I suggest using this over some low-fat frozen yogurt or ice cream!) vanilla, peanut butter and pancake syrup.  All four taste great!  The consistency of the pancake syrup is thinner than you might want, however.  I bought it because my local store did not have syrup made with Splenda at the time.  (Now they do, though).  The price listed here is good.  I've paid $17 per bottle at an online retailer!!",actually try four flavor date di vinci syrup like use baking find recipes internet use syrups thing like muffin etc aware syrup make splenda love splenda use everyday ok folk problem though currently pantry strawberry suggest use frozen yogurt ice cream vanilla peanut butter pancake syrup four taste great consistency pancake syrup thinner might want however bought local store syrup make splenda time though price list good pay per bottle online retailer,175,0,,0.0,35,2,10,37,72,182,3,0.9393,0.422222,2,0
4496,negative,8/6/21,"I guess there's no telling what will tickle the palate.  I'm a huge Tabasco fan, and I love unconventional snacks.  But these don't taste to me even remotely like the wonderful sauce they're made from; I didn't find them to have much of a kick at all.  Practically bland, in fact.  Even with my strong aversion to wasting food, I had to throw out or give away most of the case.  Do yourself a favor and find a bag of these locally before taking a chance on 12.",guess tell tickle palate huge tabasco fan love unconventional snack taste even remotely like wonderful sauce make find much kick practically bland fact even strong aversion waste food throw give away case favor find bag locally take chance,98,0,,0.0,10,0,8,17,38,103,5,0.946,0.496296,3,0
4608,negative,8/7/20,"I was disappointed when I received this dispenser.  It said a large dispenser.  It looks like something for a child to play with.  I bought it for my husband to put in his ""man cave"".  He is a huge M&M fan.  I buy him a tree ornament each year from the M&M collections.  I was hoping it had more substance to it.  I also did not realize I was unable to return this item.",disappointed receive dispenser say large dispenser look like something child play buy husband put man cave huge fan buy tree ornament year collection hop substance also realize unable return item,77,0,,0.0,10,1,6,14,30,88,1,0.6597,0.644643,0,0
2793,positive,30/1/21,I remembered this from when I was a kid. I hoped it was as good as I remembered. It was!! This is great. If you like honey and cinnamon you can't miss.,remember kid hop good remembered great like honey cinnamon miss,35,0,,0.0,6,0,2,5,10,39,0,0.836,0.675,1,0
